100 
 0 15300 16614 8478 24381 12960 11835 15759 11043 12411 17586 4887 6696 11601 4599 12339 17613 7893 11403 8604 18945 15831 18144 5931 18468 9459 4158 22302 7605 14535 10233 7263 14841 20061 15651 13419 9387 22383 21528 3411 14769 10755 25875 13680 14823 5193 10827 15561 7758 19953 13707 17793 288 13905 10026 23859 13617 22527 16047 9531 8532 18018 13257 8649 9216 12987 9360 15219 14391 21159 22095 19962 16767 14058 14742 22104 11142 11286 6669 11016 15516 12294 18261 16731 1944 22734 20853 22572 16479 19278 20844 12258 8325 21879 21609 18333 16497 21663 11448 14850
 15300 0 10062 12177 10413 4968 25659 8748 23166 16416 23688 14229 9198 14049 11115 21933 11403 17757 16839 10764 5553 7686 3141 19728 12141 22491 11196 10314 18369 2979 6903 20988 16227 13050 684 15174 20097 9819 9477 13302 6426 9999 11691 21897 17037 17127 7038 21762 16857 5652 23193 23931 15435 4491 9468 10764 14958 13572 8901 9972 21024 5274 22194 10539 6372 20286 8046 1881 12015 6111 9171 7002 10125 14841 6435 6957 4536 23751 9972 4284 17280 24759 5670 23085 13365 8307 24651 11628 6003 12384 5544 16866 14769 6606 6462 22554 18225 11826 16047 15858
 16614 10062 0 8784 19170 13905 22806 18387 19269 9675 15930 12717 13905 7767 14634 16578 21141 14121 10800 17271 7254 17442 9657 18108 21951 19485 13077 20106 15048 7137 14175 18963 7974 22995 9558 7641 16056 19458 19305 13302 3726 17667 20070 15705 8928 15192 14769 14445 13203 14904 17469 16146 16569 13905 16785 20088 7281 23634 1170 7110 17964 15264 16371 17082 12123 13995 14859 8199 3735 10989 18738 16776 162 6867 16029 11943 8640 19998 15075 10341 8847 20817 15660 15561 15210 16902 15732 21573 4347 22293 12447 10278 10764 13500 14139 14085 9504 21879 9900 7533
 8478 12177 8784 0 22572 12906 14463 17271 11358 5220 12267 4005 8955 3456 8406 9756 19863 5886 5040 12663 13383 16767 13968 9360 20772 11133 6201 21888 6687 9927 11376 10296 6822 22203 12150 5337 8145 21600 21033 5085 8298 14067 23868 9810 7092 6435 12159 10179 4932 17802 11025 12510 8361 13509 13086 22752 5427 23886 8550 2322 9594 16830 10044 12555 9108 8289 11340 11079 5985 16587 21060 18792 8937 5778 15300 17631 7839 12024 9954 9072 7695 12969 17190 11538 7623 20475 14373 22815 10215 21402 17100 5418 2610 18252 18405 11907 8766 22473 4473 6723
 24381 10413 19170 22572 0 11457 35577 10494 33363 26766 33993 24309 17703 24399 19809 32319 11133 28044 27243 17262 12150 9702 9531 29511 11124 32535 20646 4041 28602 13041 14265 30834 26325 10656 10530 25389 30384 3159 4149 23085 16092 15390 1530 32310 27180 27135 13806 32112 27162 4779 33606 34227 24579 10494 15534 1971 25137 8703 18126 20385 31122 6363 32607 17082 15255 30699 15309 11790 21924 8766 2844 4491 19179 24957 10143 8190 14796 33912 17973 13968 27342 34947 6147 33417 22473 2268 34641 5661 14841 10620 6849 27234 25155 6012 5121 32679 28215 7191 26442 25920
 12960 4968 13905 12906 11457 0 24408 4617 22581 17901 25137 13536 6264 15669 8370 22176 7380 17559 17937 6336 10521 3906 7920 18306 8244 21519 9423 9495 17946 7056 2826 19665 18486 9513 5652 17190 19845 9468 8685 12024 10197 5148 12969 22590 19134 16173 2520 23067 16785 7290 23553 25380 13167 981 4788 10908 17073 10980 12753 11196 20196 5094 22671 6129 4095 21150 3933 6480 14859 10611 9144 7002 14004 17118 2412 11250 5688 23058 6525 4014 19530 24102 5310 24426 11070 9972 26820 10089 10440 8739 9369 18216 15201 10125 9504 24489 20574 9594 17298 18189
 11835 25659 22806 14463 35577 24408 0 27567 3951 13914 13455 11457 18288 15156 16281 7740 29448 8694 12519 20421 27801 27567 28008 6102 30294 3339 14994 33885 7803 23994 21834 4752 16704 31887 25830 16011 6840 33876 33084 12492 22761 22581 37017 9666 16029 8541 22500 12483 9639 30924 8037 13527 11574 25299 21861 35280 16380 34362 22815 16713 4878 29304 8685 20475 20385 10647 21078 25002 19287 30816 33507 31293 22941 16938 26397 31851 21141 3240 18441 21663 16641 3069 29592 12798 13500 33723 17559 34290 24678 31113 31032 13347 12096 32166 32121 15705 17064 33444 13302 17019
 15759 8748 18387 17271 10494 4617 27567 0 26190 22374 29538 17361 9405 20187 11304 26190 2772 21474 22311 7461 14094 1152 11070 21519 3627 24921 12924 7182 21744 11349 6048 22887 23076 4950 9414 21753 23679 7623 6606 15624 14661 5319 11988 26766 23697 19746 5283 27441 20781 8001 27594 29781 16011 4482 5814 9216 21645 6858 17226 15705 23724 5490 26775 7344 8181 25416 6543 10539 19476 13122 7686 6372 18477 21708 2367 13455 10305 26595 9126 8613 24111 27630 5355 28800 14067 9891 31365 6966 14661 4149 11340 22653 19422 11700 10755 29007 25164 5904 21717 22788
 11043 23166 19269 11358 33363 22581 3951 26190 0 10080 9810 9081 16785 11529 14976 3843 28323 5481 8721 19494 24723 26037 25254 5274 29214 1989 13275 32058 4788 21204 20232 4185 12825 30789 23247 12213 3249 31941 31230 10593 19593 21555 34749 5805 12114 6444 20952 8640 6435 28629 4383 9909 10755 23409 20727 33264 12591 33048 19386 13671 2520 27243 4842 19503 18486 6705 19647 22293 15651 27927 31500 29250 19404 13140 24741 28980 18639 747 17181 19413 12717 1611 27558 9090 12321 31392 13896 32643 21510 29988 28350 9495 8820 29502 29565 11898 13122 31959 9540 13149
 12411 16416 9675 5220 26766 17901 13914 22374 10080 0 7299 7542 14148 2367 13428 6966 25002 5967 1422 17838 16173 21798 17577 10710 25911 10791 11178 26532 6903 13743 16551 11052 2898 27315 16245 2151 7119 26154 25686 9369 11097 19278 27945 6039 2511 8325 17334 5346 5373 22050 7794 7542 12213 18423 18297 27180 2529 28863 10089 6732 9432 21420 6687 17730 14256 4329 16560 14985 5940 19764 25551 23319 9792 3069 20313 20790 12501 10827 15120 13950 3222 11511 21798 6669 12123 24570 9162 27594 12852 26514 20709 612 4095 21852 22203 6696 4113 27378 972 3150
 17586 23688 15930 12267 33993 25137 13455 29538 9810 7299 0 13257 20898 9648 19809 6156 32112 9702 7227 24435 22959 29016 24669 13545 33030 11556 17595 33840 10161 20952 23616 13113 7965 34470 23481 8640 8820 33444 32985 15273 18090 26091 35127 4239 7020 12501 24399 2124 9864 29295 5445 243 17325 25695 25128 34452 8928 36117 16623 14013 10971 28719 5067 24363 21366 4599 23490 22203 12411 26640 32841 30609 16002 9198 27540 27657 19791 10368 21744 21222 7092 10395 29106 855 17928 31770 4104 34893 19692 33660 27756 6930 10296 28890 29313 2673 6615 34659 7839 8406
 4887 14229 12717 4005 24309 13536 11457 17361 9081 7542 13257 0 8073 6777 6642 8883 19683 4122 6615 11331 16560 17109 16560 5733 20583 8271 4545 22986 4410 12573 11331 6876 9963 22122 14382 8568 6327 22860 22158 2016 11727 13176 25704 9747 9936 2925 12078 11160 3537 19593 10296 13482 4698 14337 12249 24174 8775 24201 12393 5760 6813 18162 9576 11286 9441 8712 10890 13554 9972 19413 22419 20169 12879 9243 15759 20430 9693 9612 8721 10350 10629 10647 18477 12429 4707 22374 16227 23625 13608 21312 19584 7425 3447 20709 20682 13689 11619 23013 6579 9999
 6696 9198 13905 8955 17703 6264 18288 9405 16785 14148 20898 8073 0 12321 2106 16956 11619 12195 13752 3744 13797 9306 12276 12204 12519 15543 3555 15642 12393 9324 3555 13563 15606 14067 9684 14139 14337 15696 14859 6246 10899 5193 19206 17721 15993 10350 4212 18774 11574 13347 18369 21132 6912 7218 4230 17163 14157 16263 12978 8244 14319 11331 17622 3609 2826 16524 2862 9630 13203 15291 15390 13266 14049 14391 8109 16155 5967 17190 1170 5058 16560 18234 11565 20106 4833 16110 23310 16002 12132 13266 14643 14292 10602 15597 15201 20817 17640 15210 13338 15426
 11601 14049 7767 3456 24399 15669 15156 20187 11529 2367 9648 6777 12321 0 11853 8865 22851 6624 3105 16056 13923 19575 15228 11097 23760 11889 9657 24192 7587 11376 14472 11709 3366 25128 13869 1890 8343 23796 23337 8298 8802 17361 25578 8226 3672 8370 15246 7713 5787 19683 9864 9891 11439 16155 16371 24813 2025 26604 8019 4482 10413 19071 8766 15930 12150 6525 14571 12618 4131 17469 23184 20961 7902 2466 18081 18504 10188 12258 13356 11691 4248 13059 19458 9036 10962 22203 11196 25272 10602 24336 18369 2853 3636 19512 19845 8820 5328 25092 2205 3303
 4599 11115 14634 8406 19809 8370 16281 11304 14976 13428 19809 6642 2106 11853 0 15462 13356 10692 12834 4689 15390 11295 14121 10224 14238 13635 2250 17712 10773 10899 5634 11583 15219 15813 11547 13734 12708 17784 16938 4671 11988 6624 21312 16389 15480 8586 6246 17694 10179 15444 16875 20043 4824 9324 5760 19260 13806 18135 13815 8253 12483 13446 16200 4653 4788 15318 4797 11349 13392 17154 17496 15372 14787 14112 10161 18045 7443 15336 2205 6858 16092 16380 13680 18999 2781 18207 22500 18018 13419 15012 16614 13482 9585 17604 17235 19980 17163 17163 12546 15093
 12339 21933 16578 9756 32319 22176 7740 26190 3843 6966 6156 8883 16956 8865 15462 0 28557 4770 5787 20142 22680 25875 23634 7551 29466 5427 13428 31464 4770 19620 20151 6984 9450 30996 21906 9108 2979 31230 30609 10800 17514 22041 33624 1989 8640 7164 20916 4806 5418 27549 1413 6291 12060 22905 21132 32436 9486 33003 16884 12015 4833 26460 1089 20115 18126 2988 19764 20799 12861 26100 30717 28449 16704 10008 24480 27153 17541 4509 17586 18612 9189 4878 26811 5373 13122 30231 10179 32247 19368 30186 26784 6354 7173 27936 28143 8082 9468 31752 6687 9819
 17613 11403 21141 19863 11133 7380 29448 2772 28323 25002 32112 19683 11619 22851 13356 28557 0 23805 24885 9036 16614 3726 13509 23490 918 26964 15174 7272 24012 14085 8505 24849 25785 2457 12042 24453 25956 8001 6984 17856 17415 6867 12501 29223 26397 21915 7731 30015 23157 9747 29970 32355 17883 7236 7614 9504 24354 5085 19980 18378 25830 7461 29187 8973 10755 27918 8793 13230 22230 15282 8325 7713 21231 24426 5121 15489 13059 28692 11151 11358 26829 29727 7218 31365 16056 11079 34038 6363 17361 1665 13365 25263 21924 13536 12510 31662 27882 4869 24327 25506
 7893 17757 14121 5886 28044 17559 8694 21474 5481 5967 9702 4122 12195 6624 10692 4770 23805 0 4590 15381 19269 21195 19782 4752 24714 5364 8658 26946 963 15723 15435 5130 8856 26253 17811 7821 2340 26766 26100 6030 14157 17271 29394 5823 8433 2817 16191 7722 963 23283 6183 9909 7623 18324 16362 28035 8154 28305 14121 8199 3843 22023 5517 15354 13482 5130 15012 16830 10683 22455 26289 24021 14265 8712 19827 23499 13257 6129 12816 14157 9135 7092 22356 8856 8433 26028 13158 27648 16074 25434 22887 5544 3411 24039 24120 10683 9891 27090 5121 9063
 11403 16839 10800 5040 27243 17937 12519 22311 8721 1422 7227 6615 13752 3105 12834 5787 24885 4590 0 17370 17019 21807 18216 9342 25794 9378 10584 26802 5508 14292 16389 9648 4311 27243 16722 3501 5706 26469 25947 8541 11880 18936 28467 5157 3843 7065 17172 5139 4059 22491 6750 7470 11187 18522 17955 27558 3870 28917 11106 6930 8010 21708 5661 17280 14139 3474 16290 15516 7083 20538 25893 23643 10917 4428 20331 21573 12717 9459 14652 14067 4554 10179 22077 6489 11295 25083 9684 27783 13698 26433 21366 954 3258 22518 22806 7146 5346 27486 900 4563
 8604 10764 17271 12663 17262 6336 20421 7461 19494 17838 24435 11331 3744 16056 4689 20142 9036 15381 17370 0 16020 7812 13896 14517 9873 18027 6849 14472 15435 11790 3852 15858 19350 11475 11376 17883 17370 14760 13797 9360 13986 2187 18792 21078 19728 13194 3843 22320 14877 13518 21555 24678 8883 7272 1728 16326 17901 14031 16263 11970 16974 11115 20889 225 5229 19980 2745 11736 16857 16767 14643 12789 17406 18135 7119 17487 8820 19800 2718 7398 20295 20826 11232 23634 7173 16074 26982 14418 14940 10701 15678 17946 14157 16461 15840 24471 21375 13329 17001 19170
 18945 5553 7254 13383 12150 10521 27801 14094 24723 16173 22959 16560 13797 13923 15390 22680 16614 19269 17019 16020 0 12978 3186 22293 17262 24489 14814 13734 20070 4500 12213 23409 15012 17955 4869 14391 21492 12951 13014 16254 5166 15480 12924 22149 15939 19431 12456 21303 18306 8370 23760 23184 19017 10035 14868 13302 14067 17892 6372 11097 22950 9540 22671 15795 11106 20448 13275 4275 10548 3735 12186 10548 7227 13761 11871 4707 7956 25398 14760 8793 15957 26334 9891 22509 17118 9918 22986 15390 3321 17379 5310 16731 15912 6291 7038 21267 16695 16038 16128 14580
 15831 7686 17442 16767 9702 3906 27567 1152 26037 21798 29016 17109 9306 19575 11295 25875 3726 21195 21807 7812 12978 0 9936 21492 4509 24840 12762 6669 21510 10359 5805 22860 22383 5643 8334 21096 23436 6984 6003 15444 13716 5778 11214 26370 23031 19593 5094 26937 20466 6912 27270 29259 16074 3582 6102 8568 20970 7146 16272 15093 23598 4383 26424 7668 7758 24975 6489 9504 18675 11970 6948 5427 17532 21006 1503 12312 9558 26469 9162 7920 23427 27513 4284 28296 14067 8928 30726 6741 13644 4896 10206 22104 18999 10584 9657 28395 24471 5922 21186 22077
 18144 3141 9657 13968 9531 7920 28008 11070 25254 17577 24669 16560 12276 15228 14121 23634 13509 19782 18216 13896 3186 9936 0 22212 14130 24759 13995 10656 20484 4050 10044 23427 16875 14778 2592 16029 22086 9927 9918 15876 6615 13041 10521 23364 17757 19485 10134 22869 18837 5328 24822 24903 18261 7272 12555 10440 15759 14715 8595 11664 23256 6354 23778 13671 9459 21699 11187 3015 12438 3033 9180 7416 9666 15534 8937 3969 7047 25875 13086 7263 17883 26865 6705 24147 16236 7272 25128 12276 5310 14220 3150 18081 16578 4311 4644 23229 18729 12870 17370 16461
 5931 19728 18108 9360 29511 18306 6102 21519 5274 10710 13545 5733 12204 11097 10224 7551 23490 4752 9342 14517 22293 21492 22212 0 24354 3546 8901 27792 3861 18261 15750 1368 13581 25947 19935 12483 4725 27783 26991 6453 17433 16650 30960 9315 13185 2934 16416 11808 5382 24885 8730 13716 5643 19206 15876 29187 12798 28350 17910 11403 2898 23220 8613 14553 14301 9279 15012 19197 14958 25092 27414 25209 18261 13347 20304 26109 15237 5418 12402 15642 13887 6390 23499 12717 7461 27684 17352 28206 19323 25155 25173 10296 7524 26280 26181 14994 14634 27387 9837 13770
 18468 12141 21951 20772 11124 8244 30294 3627 29214 25911 33030 20583 12519 23760 14238 29466 918 24714 25794 9873 17262 4509 14130 24354 0 27837 16074 7164 24912 14868 9423 25704 26685 1593 12771 25353 26856 7974 6993 18756 18225 7713 12447 30141 27297 22806 8640 30924 24066 10134 30870 33273 18738 8064 8487 9405 25254 4401 20781 19278 26712 7965 30096 9819 11664 28836 9702 13977 23103 15786 8370 8001 22032 25317 5949 15939 13932 29565 12033 12240 27720 30600 7695 32283 16929 11259 34947 6057 18126 864 13824 26172 22842 13923 12870 32571 28773 4482 25236 26397
 9459 22491 19485 11133 32535 21519 3339 24921 1989 10791 11556 8271 15543 11889 13635 5427 26964 5364 9378 18027 24489 24840 24759 3546 27837 0 12114 31014 4464 20736 19053 2304 13644 29421 22635 12852 3681 30960 30204 9504 19431 20142 33948 7407 13032 5400 19755 10197 6309 27837 6219 11673 9180 22383 19350 32319 13212 31770 19485 13392 1539 26316 6498 18054 17451 8001 18387 21771 16002 27540 30555 28323 19629 13770 23598 28575 17964 1908 15831 18576 13680 2844 26622 10791 10908 30627 15597 31509 21348 28629 27819 10251 8766 28953 28944 13482 14211 30753 10116 13932
